location.place,location.region,location.country,location.lat,location.lon,current.last_updated_epoch,current.temp_c,current.is_day,current.wind_mph,current.wind_degree,current.pressure_mb,current.precip_mm,current.humidity,current.cloud,current.feelslike_c
"Mumbai","Maharashtra","India",18.98,72.83,1644076800,24,0,5.6,340,1012,0,57,0,25.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644076800,25.7,0,12.8,99,1012,0,76,0,27.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644076800,26,0,7.6,43,1011,0,28,0,25.2
"Mumbai","Maharashtra","India",18.98,72.83,1644149700,27,1,11.9,290,1012,0,54,0,27.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644150600,28,1,9.4,66,1013,0,67,14,30.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644150600,33.3,1,9.6,68,1010,0,32,9,33.3
"Mumbai","Maharashtra","India",18.98,72.83,1644154200,26,0,8.1,300,1012,0,58,0,26.9
"Chennai","Tamil Nadu","India",13.08,80.28,1644154200,27,0,11.9,100,1013,0,79,50,28.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644153300,33.3,0,9.6,68,1010,0,32,9,33.3
"Mumbai","Maharashtra","India",18.98,72.83,1644157800,25,0,9.4,300,1013,0,74,0,26.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644157800,27,0,8.1,100,1013,0,79,25,29.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644157800,28.3,0,10.3,61,1012,0,39,10,28.1
"Mumbai","Maharashtra","India",18.98,72.83,1644165000,24,0,6.9,280,1015,0,78,0,25.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644165000,27,0,6.9,90,1015,0,79,25,29.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644165000,25.3,0,11.2,100,1014,0,56,10,26.3
"Mumbai","Maharashtra","India",18.98,72.83,1644167700,24,0,3.8,320,1015,0,83,0,25.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644168600,26,0,6.9,90,1015,0,84,25,27.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644168600,24.6,0,12.8,103,1014,0,60,10,25.9
"Mumbai","Maharashtra","India",18.98,72.83,1644172200,24,0,4.3,340,1015,0,83,0,25.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644172200,26,0,6.9,100,1015,0,84,25,27.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644172200,23.1,0,9.4,107,1014,0,67,8,25
"Mumbai","Maharashtra","India",18.98,72.83,1644209100,25,1,3.8,340,1016,0,74,50,26.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644209100,29,1,6.9,100,1016,0,66,50,31.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644209100,24.9,1,7.2,112,1016,0,65,21,26.3
"Mumbai","Maharashtra","India",18.98,72.83,1644212700,26,1,5.6,340,1016,0,65,50,26.7
"Chennai","Tamil Nadu","India",13.08,80.28,1644212700,31,1,6.9,60,1015,0,59,50,34.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644212700,26.7,1,7.2,115,1016,0,56,10,27.7
"Mumbai","Maharashtra","India",18.98,72.83,1644216300,27,1,6.9,290,1015,0,58,25,27.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644216300,31,1,4.3,100,1014,0,59,50,34.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644216300,31.3,1,6.9,115,1015,0,48,12,33.3
"Mumbai","Maharashtra","India",18.98,72.83,1644219900,26,1,13.6,280,1014,0,65,0,26.7
"Chennai","Tamil Nadu","India",13.08,80.28,1644219900,30.6,1,10.7,54,1014,0,55,0,33.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644219900,30.3,1,6,101,1013,0,43,46,30.9
"Mumbai","Maharashtra","India",18.98,72.83,1644223500,27,1,13.6,280,1013,0,58,0,27.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644223500,32,1,12.5,90,1012,0,56,25,35.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644223500,31.5,1,5.8,89,1012,0,38,24,31.9
"Mumbai","Maharashtra","India",18.98,72.83,1644230700,26,1,10.5,270,1012,0,51,0,27.3
"Chennai","Tamil Nadu","India",13.08,80.28,1644230700,30,1,11.9,80,1011,0,62,25,32.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644230700,34.7,1,6,77,1010,0,33,11,35.5
"Mumbai","Maharashtra","India",18.98,72.83,1644234300,26,1,12.5,260,1012,0,58,0,27.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644234300,29,1,11.9,110,1011,0,66,25,31.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644234300,34.5,1,6.5,76,1010,0,31,9,34.9
"Mumbai","Maharashtra","India",18.98,72.83,1644237900,25,1,11.9,310,1012,0,65,0,26.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644237900,28,0,11.9,100,1012,0,70,25,30
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644237900,33.4,0,7.6,80,1010,0,32,8,33.3
"Mumbai","Maharashtra","India",18.98,72.83,1644252300,23,0,0,0,1015,0,78,0,25
"Chennai","Tamil Nadu","India",13.08,80.28,1644252300,26,0,4.3,90,1014,0,84,50,27.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644252300,26.3,0,8.3,106,1013,0,45,6,26.6
"Mumbai","Maharashtra","India",18.98,72.83,1644255900,23,0,4.3,20,1015,0,83,0,25
"Chennai","Tamil Nadu","India",13.08,80.28,1644255900,25,0,0,73,1014,0,83,50,26.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644255900,25.4,0,8.5,111,1013,0,50,5,26.1
"Mumbai","Maharashtra","India",18.98,72.83,1644300000,26,1,6.9,290,1015,0,61,50,27.2
"Chennai","Tamil Nadu","India",13.08,80.28,1644300000,31,1,11.9,90,1013,0,55,25,34.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644300000,31.9,1,6,96,1014,0,40,6,32.8
"Mumbai","Maharashtra","India",18.98,72.83,1644303600,26,1,11.9,270,1013,0,65,50,27.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644303600,31,1,13.6,90,1012,0,55,25,34.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644303600,33.1,1,5.8,88,1012,0,35,10,33.7
"Mumbai","Maharashtra","India",18.98,72.83,1644307200,26,1,13.6,260,1012,0,65,50,27.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644307200,31,1,13.6,80,1011,0,55,25,34.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644307200,33.9,1,5.1,73,1011,0,31,8,34
"Mumbai","Maharashtra","India",18.98,72.83,1644310800,26,1,15,260,1012,0,65,25,27.2
"Chennai","Tamil Nadu","India",13.08,80.28,1644310800,31,1,13.6,90,1010,0,49,25,34.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644310800,34.5,1,4.9,86,1010,0,29,6,34.4
"Mumbai","Maharashtra","India",18.98,72.83,1644314400,26,1,12.5,260,1011,0,65,25,27.2
"Chennai","Tamil Nadu","India",13.08,80.28,1644314400,30,1,13.6,90,1010,0,52,25,32.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644314400,34.9,1,4.9,91,1009,0,27,5,34.5
"Mumbai","Maharashtra","India",18.98,72.83,1644318000,25,1,12.5,260,1011,0,65,25,26.2
"Chennai","Tamil Nadu","India",13.08,80.28,1644318000,30,1,11.9,110,1010,0,49,25,32.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644318000,34.7,1,5.4,93,1008,0,27,5,34.2
"Mumbai","Maharashtra","India",18.98,72.83,1644385500,26,1,5.6,20,1015,0,61,50,27.6
"Chennai","Tamil Nadu","India",13.08,80.28,1644382800,26.7,1,12.1,74,1015,0,59,0,27.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644382800,27.3,1,8.5,96,1014,0,43,4,27.4
"Mumbai","Maharashtra","India",18.98,72.83,1644386400,26,1,6.9,310,1014,0,54,50,27.2
"Chennai","Tamil Nadu","India",13.08,80.28,1644389100,29,1,16.1,90,1014,0,62,75,31
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644386400,32,1,9.4,94,1013,0,36,4,32.2
"Mumbai","Maharashtra","India",18.98,72.83,1644390000,27,1,10.5,300,1013,0,62,50,28.2
"Chennai","Tamil Nadu","India",13.08,80.28,1644392700,29,1,12.5,60,1013,0,62,75,30.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644390000,33.5,1,10.3,95,1012,0,32,5,33.5
"Mumbai","Maharashtra","India",18.98,72.83,1644396300,27,1,8.1,280,1012,0,58,50,28.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644393600,30.1,1,12.3,78,1013,0,57,0,32.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644393600,34.5,1,10.5,94,1011,0,29,6,34.3
"Mumbai","Maharashtra","India",18.98,72.83,1644417900,25,0,6.9,330,1013,0,61,0,26.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644415200,26,0,9.4,90,1012,0,74,50,27.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644415200,28.2,0,11,80,1010,0,36,4,27.7
"Mumbai","Maharashtra","India",18.98,72.83,1644422400,24,0,5.6,10,1014,0,69,0,25.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644425100,26,0,5.6,80,1013,0,74,50,27.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644422400,24.9,0,16.3,94,1013,0,50,4,25.8
"Mumbai","Maharashtra","India",18.98,72.83,1644426000,24,0,5.6,10,1014,0,61,0,25.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644428700,26,0,4.3,60,1013,0,74,50,27.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644426000,23.7,0,14.3,103,1013,0,55,3,25.2
"Mumbai","Maharashtra","India",18.98,72.83,1644468300,25,1,9.4,50,1015,0,44,0,25.7
"Chennai","Tamil Nadu","India",13.08,80.28,1644468300,29,1,6.9,50,1014,0,66,0,31.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644468300,24.3,1,7.4,110,1015,0,45,2,25.2
"Mumbai","Maharashtra","India",18.98,72.83,1644471900,27,1,4.3,10,1015,0,42,0,27
"Chennai","Tamil Nadu","India",13.08,80.28,1644471900,30,1,4.3,40,1014,0,59,50,32.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644471900,26.6,1,7.8,102,1015,0,35,2,26.2
"Mumbai","Maharashtra","India",18.98,72.83,1644469200,27,1,4.3,10,1015,0,42,0,27
"Chennai","Tamil Nadu","India",13.08,80.28,1644469200,30,1,4.3,40,1014,0,59,50,32.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644473700,26.6,1,7.8,102,1015,0,35,2,26.2
"Mumbai","Maharashtra","India",18.98,72.83,1644475500,30,1,8.1,20,1014,0,33,0,30
"Chennai","Tamil Nadu","India",13.08,80.28,1644475500,31,1,8.1,50,1012,0,59,25,34.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644475500,31.4,1,8.3,89,1013,0,30,2,30.4
"Mumbai","Maharashtra","India",18.98,72.83,1644479100,30,1,3.8,90,1012,0,33,0,29.9
"Chennai","Tamil Nadu","India",13.08,80.28,1644479100,31,1,9.4,50,1011,0,63,50,34.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644479100,33,1,9.4,81,1012,0,27,3,31.9
"Mumbai","Maharashtra","India",18.98,72.83,1644482700,30,1,12.5,250,1011,0,40,0,29.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644482700,31,1,11.9,60,1010,0,59,50,34.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644482700,34,1,9.8,71,1010,0,25,4,32.9
"Mumbai","Maharashtra","India",18.98,72.83,1644486300,31,1,12.5,290,1010,0,41,0,31.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644486300,30,1,11.9,60,1009,0,62,50,32.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644486300,34.7,1,10.5,69,1009,0,23,3,33.5
"Mumbai","Maharashtra","India",18.98,72.83,1644489900,30,1,10.5,320,1010,0,43,0,30.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644489900,30,1,10.5,50,1009,0,62,50,32.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644489900,34.9,1,10.3,69,1009,0,23,3,33.5
"Mumbai","Maharashtra","India",18.98,72.83,1644500700,28,0,9.4,330,1011,0,42,0,29
"Chennai","Tamil Nadu","India",13.08,80.28,1644500700,28,0,10.5,70,1010,0,66,25,30.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644500700,29.4,0,8.3,100,1010,0,27,3,28
"Mumbai","Maharashtra","India",18.98,72.83,1644507900,26,0,8.1,330,1012,0,54,0,27
"Chennai","Tamil Nadu","India",13.08,80.28,1644507900,27,0,5.6,70,1012,0,74,25,29.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644507900,25.8,0,8.7,110,1012,0,32,3,25.4
"Mumbai","Maharashtra","India",18.98,72.83,1644511500,25,0,5.6,330,1013,0,57,0,26.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644511500,26,0,8.1,80,1013,0,84,25,27.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644511500,24.7,0,8.7,96,1012,0,37,3,25
"Mumbai","Maharashtra","India",18.98,72.83,1644515100,25,0,4.3,350,1013,0,57,0,26
"Chennai","Tamil Nadu","India",13.08,80.28,1644515100,26,0,5.6,60,1013,0,84,25,27.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644515100,23.4,0,8.1,73,1013,0,41,3,24.6
"Mumbai","Maharashtra","India",18.98,72.83,1644518700,24,0,0,0,1013,0,61,0,25.3
"Chennai","Tamil Nadu","India",13.08,80.28,1644518700,26,0,4.3,70,1012,0,84,25,27.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644518700,21.5,0,6.9,74,1012,0,53,4,21.5
"Mumbai","Maharashtra","India",18.98,72.83,1644554700,27,1,12.5,110,1014,0,34,0,26.9
"Chennai","Tamil Nadu","India",13.08,80.28,1644554700,29,1,10.5,40,1013,0,70,50,31.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644554700,25.6,1,10.5,92,1015,0,35,0,25.4
"Mumbai","Maharashtra","India",18.98,72.83,1644558300,28,1,12.5,90,1014,0,35,0,27.7
"Chennai","Tamil Nadu","India",13.08,80.28,1644558300,30,1,9.4,50,1013,0,66,50,32.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644558300,27.7,1,12.1,87,1014,0,32,0,26.9
"Mumbai","Maharashtra","India",18.98,72.83,1644561900,30,1,10.5,100,1013,0,31,0,30
"Chennai","Tamil Nadu","India",13.08,80.28,1644561900,30,1,11.9,70,1012,0,66,50,32.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644561900,32.4,1,13,85,1013,0,29,0,31.5
"Mumbai","Maharashtra","India",18.98,72.83,1644565500,32,1,10.5,120,1012,0,28,0,32.6
"Chennai","Tamil Nadu","India",13.08,80.28,1644565500,31,1,11.9,60,1011,0,63,50,34.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644565500,33.7,1,13.4,83,1012,0,25,4,32.5
"Mumbai","Maharashtra","India",18.98,72.83,1644569100,33,1,9.4,90,1011,0,26,0,33.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644569100,30,1,10.5,60,1010,0,70,50,32.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644569100,34.4,1,13,83,1010,0,23,3,33
"Mumbai","Maharashtra","India",18.98,72.83,1644570000,32.1,1,8.1,311,1010,0,40,2,33
"Chennai","Tamil Nadu","India",13.08,80.28,1644570000,30,1,13.6,80,1010,0,70,50,32.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644570000,34.8,1,12.1,86,1009,0,22,3,33.2
"Mumbai","Maharashtra","India",18.98,72.83,1644576300,30,1,12.5,280,1010,0,43,0,30.7
"Chennai","Tamil Nadu","India",13.08,80.28,1644576300,29,1,13.6,70,1009,0,75,50,30.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644576300,34.9,1,11.4,91,1008,0,21,3,33.3
"Mumbai","Maharashtra","India",18.98,72.83,1644579900,30,1,8.1,320,1010,0,43,0,31.2
"Chennai","Tamil Nadu","India",13.08,80.28,1644579900,29,1,15,80,1010,0,70,75,31
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644579900,34.4,1,11.6,92,1008,0,22,3,32.9
"Mumbai","Maharashtra","India",18.98,72.83,1644592500,29,0,12.5,20,1012,0,33,0,30.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644592500,27,0,11.9,70,1012,0,74,50,28.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644592500,27,0,10.1,104,1011,0,34,4,26.4
"Mumbai","Maharashtra","India",18.98,72.83,1644594300,28,0,9.4,330,1012,0,35,0,28.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644594300,27,0,9.4,70,1013,0,74,50,28.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644594300,26,0,12.1,105,1012,0,39,7,26
"Mumbai","Maharashtra","India",18.98,72.83,1644597900,27,0,10.5,360,1013,0,37,0,27.3
"Chennai","Tamil Nadu","India",13.08,80.28,1644597900,27,0,8.1,80,1013,0,70,50,28.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644597900,25.1,0,14.5,112,1013,0,45,6,25.7
"Mumbai","Maharashtra","India",18.98,72.83,1644601500,26,0,6.9,10,1013,0,42,0,26.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644601500,25.7,0,11,56,1013,0,66,19,27.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644601500,23.8,0,11.2,123,1013,0,51,5,25.1
"Mumbai","Maharashtra","India",18.98,72.83,1644644700,28,1,6.9,70,1014,0,35,0,27.9
"Chennai","Tamil Nadu","India",13.08,80.28,1644644700,30,1,11.9,80,1013,0,66,75,32.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644644700,27.2,1,12.5,85,1015,0,42,0,27.2
"Mumbai","Maharashtra","India",18.98,72.83,1644648300,31,1,8.1,50,1013,0,29,0,31.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644648300,30,1,12.5,70,1012,0,66,75,32.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644648300,31.6,1,12.1,84,1014,0,37,0,31.8
"Mumbai","Maharashtra","India",18.98,72.83,1644655500,31,1,11.9,260,1011,0,38,0,31.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644655500,31,1,17.4,80,1010,0,59,50,34.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644655500,33.4,1,9.6,84,1010,0,29,8,32.9
"Mumbai","Maharashtra","India",18.98,72.83,1644659100,30,1,13.6,290,1010,0,40,0,30.6
"Chennai","Tamil Nadu","India",13.08,80.28,1644659100,31,1,17.4,70,1009,0,55,50,34.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644659100,34.1,1,9.4,91,1009,0,28,6,33.5
"Mumbai","Maharashtra","India",18.98,72.83,1644662700,30,1,9.4,310,1010,0,46,0,31.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644662700,30.6,1,15,44,1009,0,59,5,34
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644662700,34.3,1,8.7,92,1008,0,28,6,33.8
"Mumbai","Maharashtra","India",18.98,72.83,1644687900,26,0,4.3,100,1012,0,48,0,26.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644687900,26,0,4.3,60,1011,0,79,25,27.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644687900,24.6,0,6.9,91,1011,0,46,4,25.4
"Mumbai","Maharashtra","India",18.98,72.83,1644691500,25,0,4.3,80,1012,0,51,25,25.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644691500,26,0,4.3,60,1011,0,79,25,28
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644691500,22.4,0,7.4,65,1010,0,61,6,24.7
"Mumbai","Maharashtra","India",18.98,72.83,1644727500,27,1,0,0,1012,0,45,0,27.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644727500,29,1,11.9,80,1013,0,70,50,31.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644727500,25.5,1,10.1,101,1013,0,50,0,26.2
"Mumbai","Maharashtra","India",18.98,72.83,1644734700,30,1,4.3,280,1011,0,40,0,30.2
"Chennai","Tamil Nadu","India",13.08,80.28,1644734700,30,1,12.5,80,1012,0,62,50,32.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644734700,32,1,9.8,93,1012,0,33,7,31.7
"Mumbai","Maharashtra","India",18.98,72.83,1644738300,29,1,11.9,280,1010,0,45,0,28.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644738300,30,1,11.9,100,1010,0,62,50,32.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644738300,32.9,1,8.1,81,1010,0,28,6,32
"Mumbai","Maharashtra","India",18.98,72.83,1644741900,30,1,11.9,260,1009,0,52,0,30.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644741900,29,1,13.6,100,1009,0,66,50,30.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644741900,33.7,1,7.2,76,1009,0,25,4,32.5
"Mumbai","Maharashtra","India",18.98,72.83,1644745500,30,1,12.5,240,1008,0,49,0,31.3
"Chennai","Tamil Nadu","India",13.08,80.28,1644745500,30,1,9.4,100,1008,0,62,50,32.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644745500,34.3,1,6.3,84,1008,0,24,3,33
"Mumbai","Maharashtra","India",18.98,72.83,1644752700,29,1,12.5,270,1007,0,45,0,30.4
"Chennai","Tamil Nadu","India",13.08,80.28,1644752700,29,1,11.9,90,1008,0,66,25,31.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644752700,34.3,1,6.5,85,1007,0,22,3,32.8
"Mumbai","Maharashtra","India",18.98,72.83,1644756300,27,1,9.4,300,1008,0,58,0,27.9
"Chennai","Tamil Nadu","India",13.08,80.28,1644756300,28.2,0,10.3,73,1009,0,66,9,30.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644756300,33,1,7.6,91,1007,0,23,3,31.4
"Mumbai","Maharashtra","India",18.98,72.83,1644759900,26,0,8.1,310,1009,0,70,0,27
"Chennai","Tamil Nadu","India",13.08,80.28,1644759900,26,0,11.9,90,1009,0,74,25,27.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644759900,29.5,0,7.6,91,1008,0,28,3,28.1
"Mumbai","Maharashtra","India",18.98,72.83,1644813900,27,1,4.3,30,1012,0,37,0,27.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644813900,29,1,11.9,100,1013,0.2,75,50,32.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644813900,25,1,9.6,110,1013,0,52,2,25.9
"Mumbai","Maharashtra","India",18.98,72.83,1644817500,29,1,8.1,70,1012,0,37,0,29.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644817500,29,1,13.6,100,1012,0.2,75,50,32.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644817500,27.1,1,10.3,107,1013,0,41,2,27
"Mumbai","Maharashtra","India",18.98,72.83,1644821100,30,1,10.5,330,1012,0,24,0,30.6
"Chennai","Tamil Nadu","India",13.08,80.28,1644821100,29,1,16.1,100,1011,1.1,70,50,32.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644821100,31.6,1,9.6,103,1012,0,33,2,31.2
"Mumbai","Maharashtra","India",18.98,72.83,1644824700,31,1,9.4,280,1011,0,24,0,32.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644824700,29,1,16.1,100,1010,0.2,70,50,32.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644824700,32.7,1,8.5,96,1010,0,29,6,32
"Mumbai","Maharashtra","India",18.98,72.83,1644828300,31,1,8.1,340,1010,0,26,0,32.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644828300,29,1,13.6,90,1009,0.2,66,50,31.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644828300,33.5,1,6.9,81,1009,0,27,5,32.6
"Mumbai","Maharashtra","India",18.98,72.83,1644831900,31,1,16.1,300,1009,0,24,0,32.3
"Chennai","Tamil Nadu","India",13.08,80.28,1644831900,29,1,16.1,90,1008,0.1,66,50,31.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644831900,34.2,1,6.3,72,1008,0,25,4,33.2
"Mumbai","Maharashtra","India",18.98,72.83,1644903900,27,1,6.9,290,1013,0,54,0,27.6
"Chennai","Tamil Nadu","India",13.08,80.28,1644903900,29,1,11.9,70,1013,0,58,50,31.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644903900,26.7,1,10.1,112,1013,0,51,4,27.4
"Mumbai","Maharashtra","India",18.98,72.83,1644907500,27,1,8.1,300,1012,0,58,0,27.5
"Chennai","Tamil Nadu","India",13.08,80.28,1644907500,29,1,11.9,90,1012,0,58,50,30.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644907500,31.4,1,10.3,108,1012,0,43,3,32.5
"Mumbai","Maharashtra","India",18.98,72.83,1644911100,27,1,10.5,300,1011,0,58,0,27.6
"Chennai","Tamil Nadu","India",13.08,80.28,1644911100,30,1,11.9,100,1010,0,59,50,32.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644911100,32.7,1,9.2,99,1010,0,37,12,33.4
"Mumbai","Maharashtra","India",18.98,72.83,1644914700,27,1,12.5,310,1010,0,51,0,27.7
"Chennai","Tamil Nadu","India",13.08,80.28,1644914700,30,1,12.5,110,1009,0,59,50,32.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644914700,33.7,1,7.6,89,1009,0,32,11,33.9
"Mumbai","Maharashtra","India",18.98,72.83,1644918300,28,1,10.5,320,1010,0,48,0,28.9
"Chennai","Tamil Nadu","India",13.08,80.28,1644918300,30,1,12.5,80,1009,0,59,50,32.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644918300,31.9,1,5.8,72,1007,0,30,28,31
"Mumbai","Maharashtra","India",18.98,72.83,1644985800,25,1,6.9,320,1012,0,65,25,26.1
"Chennai","Tamil Nadu","India",13.08,80.28,1644986700,29,1,8.1,70,1011,0,66,25,31.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644986700,25.4,1,8.3,119,1012,0,51,4,26.2
"Mumbai","Maharashtra","India",18.98,72.83,1644990300,26,1,12.5,280,1012,0,61,50,26.8
"Chennai","Tamil Nadu","India",13.08,80.28,1644990300,30,1,11.9,60,1010,0,62,25,33.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644990300,27.3,1,8.3,117,1011,0,44,4,27.4
"Mumbai","Maharashtra","India",18.98,72.83,1644993900,27,1,15,270,1011,0,62,25,27.7
"Chennai","Tamil Nadu","India",13.08,80.28,1644993900,30,1,11.9,90,1009,0,59,25,32.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1644993900,31.9,1,8.3,111,1010,0,37,5,32.3
"Mumbai","Maharashtra","India",18.98,72.83,1645001100,27,1,15,260,1008,0,66,25,27.8
"Chennai","Tamil Nadu","India",13.08,80.28,1645001100,30,1,12.5,90,1007,0,62,25,32.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1645001100,34.1,1,6.7,83,1007,0,28,7,33.7
